"시군구코드","연도","시군구명","대졸인구비율","대졸인구비율등급","여성종사자비율","여성종사자비율등급","20세미만인구성장률","20세미만인구성장률등급","투표율","투표율등급","재정자립도","재정자립도등급","경제활동인구대비종사자수","경제활동인구대비종사자수등급","1인당지역내총생산","1인당지역내총생산등급","특허출원건수","특허출원건수등급","1인당주민세","1인당주민세등급","1인당공원면적","1인당공원면적등급","도로밀도","도로밀도등급","1만인당공무원수","1만인당공무원수등급","건축허가면적증감률","건축허가면적증감률등급","주민등록인구전출입률","주민등록인구전출입률등급","폐기물재활용률","폐기물재활용률등급","1만인당사회복지시설수","1만인당사회복지시설수등급","1만인당문화체육시설수","1만인당문화체육시설수등급","1만인당축제건수","1만인당축제건수등급","비영리단체수","비영리단체수등급"
"47130","2021",경상북도 경주시,,,,,,,,,23.87,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47210","2021",경상북도 영주시,,,,,,,,,17.38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47250","2021",경상북도 상주시,,,,,,,,,15.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47760","2021",경상북도 영양군,,,,,,,,,13.09,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48170","2021",경상남도 진주시,,,,,,,,,31.77,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48240","2021",경상남도 사천시,,,,,,,,,21.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11560","2014",서울특별시 영등포구,,,,,,,,,,,,,65948.17,7,,,,,,,,,,,,,,,,,,,,,,,,
"11620","2014",서울특별시 관악구,,,,,,,,,,,,,10048.14,2,,,,,,,,,,,,,,,,,,,,,,,,
"11710","2014",서울특별시 송파구,,,,,,,,,,,,,29722.51,5,,,,,,,,,,,,,,,,,,,,,,,,
"26290","2014",부산광역시 남구,,,,,,,,,,,,,30051.44,6,,,,,,,,,,,,,,,,,,,,,,,,
"26380","2014",부산광역시 사하구,,,,,,,,,,,,,36309.82,8,,,,,,,,,,,,,,,,,,,,,,,,
"27140","2014",대구광역시 동구,,,,,,,,,,,,,28446.38,6,,,,,,,,,,,,,,,,,,,,,,,,
"27230","2014",대구광역시 북구,,,,,,,,,,,,,39601.34,8,,,,,,,,,,,,,,,,,,,,,,,,
"27710","2014",대구광역시 달성군,,,,,,,,,,,,,63679.38,12,,,,,,,,,,,,,,,,,,,,,,,,
"28200","2014",인천광역시 남동구,,,,,,,,,,,,,59976.48,10,,,,,,,,,,,,,,,,,,,,,,,,
"28260","2014",인천광역시 서구,,,,,,,,,,,,,50383.38,10,,,,,,,,,,,,,,,,,,,,,,,,
"29110","2014",광주광역시 동구,,,,,,,,,,,,,52782.98,10,,,,,,,,,,,,,,,,,,,,,,,,
"29200","2014",광주광역시 광산구,,,,,,,,,,,,,53141.88,10,,,,,,,,,,,,,,,,,,,,,,,,
"30230","2014",대전광역시 대덕구,,,,,,,,,,,,,66072.86,12,,,,,,,,,,,,,,,,,,,,,,,,
"31710","2014",울산광역시 울주군,,,,,,,,,,,,,152311.7,14,,,,,,,,,,,,,,,,,,,,,,,,
"41190","2014",경기도 부천시,,,,,,,,,,,,,36515.8,8,,,,,,,,,,,,,,,,,,,,,,,,
"41460","2014",경기도 용인시,,,,,,,,,,,,,67853.26,12,,,,,,,,,,,,,,,,,,,,,,,,
"41550","2014",경기도 안성시,,,,,,,,,,,,,70394.22,12,,,,,,,,,,,,,,,,,,,,,,,,
"41590","2014",경기도 화성시,,,,,,,,,,,,,145897.48,14,,,,,,,,,,,,,,,,,,,,,,,,
"41610","2014",경기도 광주시,,,,,,,,,,,,,41676.4,10,,,,,,,,,,,,,,,,,,,,,,,,
"41650","2014",경기도 포천시,,,,,,,,,,,,,57394.52,10,,,,,,,,,,,,,,,,,,,,,,,,
"41820","2014",경기도 가평군,,,,,,,,,,,,,48043.12,10,,,,,,,,,,,,,,,,,,,,,,,,
"42130","2014",강원도 원주시,,,,,,,,,,,,,41532.12,10,,,,,,,,,,,,,,,,,,,,,,,,
"42230","2014",강원도 삼척시,,,,,,,,,,,,,69469.78,12,,,,,,,,,,,,,,,,,,,,,,,,
"42780","2014",강원도 철원군,,,,,,,,,,,,,62126.62,12,,,,,,,,,,,,,,,,,,,,,,,,
"44790","2014",충청남도 청양군,,,,,,,,,,,,,54311.09,10,,,,,,,,,,,,,,,,,,,,,,,,
"45190","2014",전라북도 남원시,,,,,,,,,,,,,37937.92,8,,,,,,,,,,,,,,,,,,,,,,,,
"46110","2014",전라남도 목포시,,,,,,,,,,,,,28679.54,6,,,,,,,,,,,,,,,,,,,,,,,,
"46720","2014",전라남도 곡성군,,,,,,,,,,,,,60384.48,12,,,,,,,,,,,,,,,,,,,,,,,,
"46810","2014",전라남도 강진군,,,,,,,,,,,,,33391.78,8,,,,,,,,,,,,,,,,,,,,,,,,
"47770","2014",경상북도 영덕군,,,,,,,,,,,,,33452.08,8,,,,,,,,,,,,,,,,,,,,,,,,
"48720","2014",경상남도 의령군,,,,,,,,,,,,,51093.29,10,,,,,,,,,,,,,,,,,,,,,,,,
"26110","2014",부산광역시 중구,,,,,,,,,,,,,129901.4,14,,,,,,,,,,,,,,,,,,,,,,,,
"26140","2014",부산광역시 서구,,,,,,,,,,,,,36476.4,8,,,,,,,,,,,,,,,,,,,,,,,,
"36110","2014",세종특별자치시 세종시,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
"11740","2000",서울특별시 강동구,14.97,6,43.78,6,-15.71,10,61.09,5,41.8,6,0.19,4,,0,,,33.82,4,3.53,1,11.08,7,25.87,2,-65.14,10,0.34,10,61.26,5,0.15,4,9.38,4,0.02,1,,
"26110","2005",부산광역시 중구,11.86,6,39.76,6,-27.25,10,60.77,5,40.8,6,1.27,7,2283307,5,47,1,446.47,7,101.79,7,20.66,7,92.29,6,-92.43,1,-2.32,10,62.02,5,,0,21.74,6,0.76,7,38,6
"26200","2010",부산광역시 영도구,11.28,5,31.04,5,-23.87,10,50.63,5,13.8,3,0.28,5,2115041,4,126,1,80.39,6,6.1,1,9.35,5,47.45,4,-42.28,1,-2.48,10,67.27,5,0.43,1,14.24,5,0.21,3,11,1
"26320","2010",부산광역시 북구,14.35,6,57.55,6,-22.23,10,49.83,5,13.2,3,0.15,2,2272162,4,212,1,43.52,4,2.61,1,4.32,3,25.42,1,-22.05,1,-1.89,10,62.8,5,0.6,2,12.01,5,0.03,1,19,4
"26350","2000",부산광역시 해운대구,13.54,6,47.96,6,20.2,8,60.25,5,48,6,0.16,4,,0,,,29.27,3,5.26,1,5.28,6,16.22,1,,0,-0.45,10,60.24,5,0.23,5,3.1,1,0.1,3,,
"26440","2000",부산광역시 강서구,4.42,4,25.45,5,-32.68,10,64.13,5,36,6,0.57,6,,0,,,142.47,7,185.72,7,0.81,1,84.12,6,,0,-3.95,10,90.67,6,0.93,7,92.5,7,0,1,,
"26440","2010",부산광역시 강서구,14.47,6,21.25,4,10.55,9,53.5,5,38.6,6,1.78,7,6141250,6,375,4,627.08,7,228.23,7,2.39,1,103.04,6,-66.26,1,2.14,8,64.48,5,2.39,6,20.98,6,0.37,5,8,1
"26470","2005",부산광역시 연제구,17.11,6,44.61,6,-16.34,10,60.07,5,37.5,6,0.32,5,2674878,5,158,1,65.75,4,0.24,1,9.51,7,26.82,1,-60.64,1,-2.23,10,80.64,6,0.33,4,8.5,5,0.05,1,23,6
"27110","2005",대구광역시 중구,16.5,6,52.47,6,-29.92,10,59.8,5,41,6,0.99,7,2835166,5,95,1,247.81,7,3.22,1,16.09,7,82.26,5,511.08,7,-0.02,10,68.22,5,0.67,6,23.94,7,0.13,2,62,7
"27110","2010",대구광역시 중구,19.76,6,54.66,6,-11.04,10,55.03,5,30.6,6,1.13,7,3188180,5,94,1,367.11,7,3.18,1,15.8,6,79.26,5,-75.13,1,-2.19,10,85.99,6,1.78,6,26.33,6,0.41,5,75,7
"27230","2000",대구광역시 북구,10.26,6,35.14,5,2.24,10,59.86,5,36.4,6,0.27,5,,0,,,34.57,4,3.21,1,3.26,5,19.72,1,35.33,8,0.23,10,39.63,4,0.2,5,8.86,4,0.05,1,,
"28140","2005",인천광역시 동구,7.44,4,22.94,4,-7.66,10,59.17,5,39.5,6,0.42,6,1812979,4,373,4,286.03,7,2.75,1,10.48,7,70.64,5,-36.78,1,-4.36,10,94.95,6,0.13,1,6.57,4,0.13,2,15,5
"29140","2005",광주광역시 서구,21.37,6,40.23,6,0.71,10,61,5,31.7,6,0.31,5,4622198,6,212,2,63.38,4,13.81,4,6.91,6,18.03,1,-3.11,1,-1.97,10,45.7,4,0.41,5,10.58,5,0.03,1,29,6
"11170","2000",서울특별시 용산구,16.55,7,33.19,5,-17.56,10,60.3,5,51.8,6,0.57,6,,0,,,205.2,7,7.84,1,12.57,7,49.29,5,186.47,8,0.32,10,87.95,6,0.13,3,14.69,5,0.04,1,,
"11170","2010",서울특별시 용산구,29.22,7,40.8,6,-7.55,10,51.8,5,62.7,7,0.62,6,,0,2925,7,449.98,7,3.39,1,12.72,6,51.63,4,88.12,5,-1.89,10,95.19,6,0.57,2,12.66,5,0.13,1,57,6
"11305","2000",서울특별시 강북구,9.7,6,47.66,6,-23.87,10,57.76,5,30.4,5,0.13,3,,0,,,23.5,2,4.05,1,9.01,7,31.4,3,-66.93,10,-0.79,10,69.23,6,0.06,1,11.18,5,0.03,1,,
"11320","2000",서울특별시 도봉구,14.71,6,38.54,6,-10.69,10,60.86,5,37.6,6,0.15,4,,0,,,20.64,1,2.83,1,11.83,7,28.21,3,51.86,8,-2.15,10,59.42,5,0.06,1,18.54,6,0,1,,
"11320","2010",서울특별시 도봉구,19.71,6,46.23,6,-18.43,10,54.13,5,35.9,6,0.16,2,,0,301,3,43.26,4,3.15,1,12.17,6,30.92,2,162.37,6,-2.19,10,90.96,6,1.09,5,11.01,4,0.03,1,21,4
"11470","2000",서울특별시 양천구,16.73,7,38.98,6,-12.15,10,61.76,5,58.2,6,0.2,5,,0,,,41.66,4,4.47,1,23.06,7,25.52,2,-7.07,10,0.61,10,64.5,5,0.09,1,11.31,5,0,1,,
"11500","2005",서울특별시 강서구,20.4,6,39.69,6,-10.13,10,57.93,5,45.3,6,0.26,5,,0,803,6,59.24,4,4.76,1,9.01,7,24.51,1,-23.25,1,1.75,8,59.06,5,0.11,1,9.46,5,0.02,1,12,4
"11545","2000",서울특별시 금천구,8.52,6,35.44,5,-17.48,10,59.78,5,37.6,6,0.44,6,,0,,,64.35,6,7.59,1,13.64,7,36.23,4,-17.03,10,-1.82,10,61.02,5,0.07,1,5.99,2,0,1,,
"11560","2005",서울특별시 영등포구,23.98,7,36.12,5,-14.06,10,60.2,5,76,7,0.75,7,,0,10746,7,512.83,7,1.52,1,15.45,7,32.79,2,64.43,4,-0.37,10,68.18,5,0.28,4,16.62,6,0.03,1,35,6
"11590","2010",서울특별시 동작구,28.78,7,46,6,-13.41,10,55.9,5,45,6,0.26,4,,0,1021,6,94.13,6,11.01,2,15.19,6,30.53,2,85.82,5,-0.89,10,91.18,6,0.48,1,9.92,4,0.03,1,37,6
"29200","2005",광주광역시 광산구,13.83,6,34.89,5,16.31,9,60.53,5,29.6,5,0.38,6,5417501,6,856,6,64,4,10.67,3,2.92,5,30.11,1,8.45,1,2.58,8,74.39,6,0.23,3,8.89,5,0,1,20,5
"30170","2005",대전광역시 서구,22.79,7,45.81,6,-5.62,10,56.77,5,38,6,0.23,4,5145783,6,622,6,81.19,5,17.11,5,4.84,6,17.31,1,-61.13,1,-0.43,10,66.29,5,0.35,5,7.89,5,0.02,1,49,7
"30230","2005",대전광역시 대덕구,13.2,6,32.55,5,-15.43,10,55.43,5,27.7,5,0.4,6,4615193,6,926,6,148.22,6,45.71,6,5.53,6,28.58,1,-3.17,1,-2.21,10,56.48,5,0.27,4,9,5,0.09,1,19,5
"31710","2000",울산광역시 울주군,6.47,5,27.05,5,,0,64.28,5,57.9,6,0.41,6,,0,,,148.36,7,56.23,7,1.64,3,31,3,,0,1.04,9,39.67,4,0.19,5,9.88,4,0.25,6,,
"41110","2000",경기도 수원시,12.63,6,40.3,6,20.05,8,58.62,5,72.9,7,0.26,5,12427833,7,,,66.68,6,2.01,1,7.23,7,22.26,1,-57.71,10,2.64,8,72.59,6,0.11,2,2.5,1,0.03,1,,
"41170","2005",경기도 안양시,20.79,6,41.63,6,-6.08,10,59.78,5,66.9,7,0.31,5,8926071,7,1729,7,75.92,5,2.29,1,6.74,6,27.76,1,-56.47,1,0.04,10,49.43,5,0.21,3,10.37,5,0.02,1,49,7
"41170","2010",경기도 안양시,22.72,6,40.14,6,-14.1,10,53.85,5,60.8,7,0.39,5,10282486,7,2144,7,5.41,1,2.5,1,6.77,4,32.15,2,-8.6,1,-0.74,10,91.49,6,0.33,1,13.05,5,0.05,1,80,7
"41190","2005",경기도 부천시,14.31,6,44.33,6,-4.66,10,55.26,5,64.4,7,0.28,5,11495734,7,1287,7,53.81,4,3.12,1,10.71,7,28.37,1,-36.09,1,-0.71,10,65.34,5,0.15,1,11.5,5,0.05,1,44,6
"41220","2005",경기도 평택시,10.17,5,34.91,5,0.1,10,57.83,5,44.9,6,0.44,6,7789186,7,1115,6,117.32,6,1.58,1,1.73,3,45.77,4,82.98,5,2.98,8,50.66,5,0.29,4,10.09,5,0.03,1,36,6
"41250","2005",경기도 동두천시,6.38,4,44.5,6,-0.1,10,59.5,5,21.6,5,0.25,5,1200536,2,36,1,32.75,1,38.82,6,1.81,3,75.86,5,98.03,5,3.99,8,43.12,4,1.37,7,15.82,6,0.25,5,14,4
"41250","2010",경기도 동두천시,8.34,4,49.44,6,6.35,10,50.7,5,24.2,5,0.27,4,1095169,1,80,1,6.01,1,37.69,6,1.35,1,63.27,5,-29.85,1,0.08,9,86.03,6,3.59,7,25.16,6,0.22,3,17,3
"41390","2005",경기도 시흥시,10.34,5,28.59,5,10.81,10,53.23,5,60.1,6,0.45,6,6656589,6,922,6,80,5,2.28,1,4.57,6,27,1,-59.08,1,1.49,8,56.44,5,0.15,1,11.16,5,0,1,19,5
"41430","2010",경기도 의왕시,22.81,6,37.14,5,-11.94,10,54.27,5,52.9,6,0.28,5,1724294,3,520,5,4.96,1,1.97,1,2.86,1,39.65,3,-81.82,1,3.17,8,97.89,6,0.9,4,9.69,4,0.14,1,16,3
"41460","2000",경기도 용인시,14.94,6,35.55,5,51.52,8,62.15,5,75.3,7,0.43,6,10216125,7,,,109.86,6,0.89,1,1.05,1,25.64,2,83.3,8,7.83,8,80.52,6,0.16,4,1.71,1,0.03,1,,
"41480","2000",경기도 파주시,5.58,5,35.03,5,4.63,10,65.3,5,43.9,6,0.35,6,,0,,,34.36,4,0.03,1,0.64,1,44.67,4,23.67,8,5.11,8,88.39,6,0.28,6,0.95,1,0.17,5,,
"41480","2005",경기도 파주시,11.69,6,35.96,5,25.63,9,58.43,5,40.7,6,0.36,6,3765081,6,342,4,70.22,4,2.34,1,0.73,1,51.73,4,136.19,6,5.98,8,90.21,6,0.45,5,12.92,6,0.29,5,24,6
"41550","2010",경기도 안성시,12.12,5,35.65,5,4.02,10,51.73,5,39.9,6,0.5,6,4058518,6,652,6,14.61,1,1.77,1,1,1,62.3,5,-38.94,1,2.76,8,98.34,6,2.5,6,17.74,6,0.06,1,24,4
"41650","2000",경기도 포천시,4.3,4,30.5,5,9.48,9,66.65,5,,0,0.47,6,,0,,,30.58,3,0.79,1,0.52,1,48.03,5,528.82,8,-0.03,10,60.29,5,0.43,6,21.64,6,0.07,1,,
"41830","2000",경기도 양평군,5.99,5,42.06,6,-3.8,10,70.5,6,27.6,5,0.19,4,689586,1,,,27.28,3,0,1,0.48,1,86.78,6,-24.79,10,1.04,9,81.4,6,0.4,6,14,5,0.13,4,,
"41830","2010",경기도 양평군,13.01,5,45.86,6,0.14,10,58.83,6,24.4,5,0.27,4,1247444,1,88,1,7.52,1,5.17,1,0.55,1,111.35,6,122.38,6,4.44,8,99.89,6,3.86,7,20.65,6,0.24,4,14,2
"42170","2005",강원도 동해시,10.38,5,41.05,6,-14.53,10,60.43,5,21.9,5,0.29,5,1794297,4,25,1,66.18,4,45.54,6,2.46,4,66.43,5,16,1,-2.02,10,79.02,6,0.43,5,13.74,6,0.43,6,13,4
"42230","2005",강원도 삼척시,8.5,5,32.03,5,-22.41,10,66.73,6,13.9,3,0.27,5,1205175,2,15,1,67.53,4,24.83,5,0.61,1,122.59,6,48.77,3,-1.53,10,84.44,6,0.29,4,12.33,6,0.73,7,8,2
"42730","2005",강원도 횡성군,6.14,4,36.74,5,-18.41,10,68.2,6,14.8,3,0.35,6,873145,1,77,1,60.33,4,13.13,4,0.46,1,149.92,6,79.71,5,-1.4,10,70.03,5,0.52,5,13.91,6,0.77,7,2,1
"42730","2010",강원도 횡성군,7.93,4,40.61,6,-13.5,10,64.1,6,13.6,3,0.4,5,1084338,1,64,1,11.2,1,6.4,1,0.49,1,146.3,6,9.3,1,-0.1,10,91.03,6,4.76,7,40.48,7,0.79,6,3,1
"42750","2010",강원도 영월군,7.78,4,32.71,5,-17.62,10,64.2,6,11.9,3,0.38,5,943382,1,7,1,8.68,1,28.84,6,0.4,1,157.77,6,57.45,4,-0.79,10,95.97,6,3.14,6,32.24,6,1.14,7,3,1
"42780","2000",강원도 철원군,4.79,4,44.69,6,-13.28,10,73.65,6,18.1,4,0.19,4,608272,1,,,21.04,1,16.96,4,0.49,1,102.9,6,33.45,8,-2.12,10,80.78,6,0,1,14.16,5,0.42,6,,
"42790","2000",강원도 화천군,6.23,5,43.96,6,-15.39,10,75.5,6,13.4,3,0.17,4,373615,1,,,33.28,4,28.98,6,0.42,1,180.57,7,-59,10,-2.13,10,82.02,6,0.44,6,21.09,6,0.44,6,,
"42810","2000",강원도 인제군,6.21,5,46.48,6,-12.73,10,73.38,6,17.7,4,0.17,4,490084,1,,,25.45,2,32.79,6,0.27,1,141.2,7,-21.09,10,-2.55,10,74.41,6,0.32,6,22.72,6,0.97,7,,
"43130","2005",충청북도 충주시,10.13,5,43.04,6,-16.5,10,60.47,5,21.2,5,0.26,5,3015999,5,152,1,53.02,3,33.29,6,1.07,1,62.55,5,98.5,5,-0.95,10,64.32,5,0.34,4,11.77,5,0.29,5,23,6
"43730","2005",충청북도 옥천군,6.11,4,36.62,5,-22.46,10,68.7,6,15.7,4,0.32,5,904771,1,53,1,63.54,4,23.4,5,0.73,1,117.68,6,120.9,6,-1.57,10,79.21,6,0.96,6,7.9,5,0.58,6,7,1
"43750","2000",충청북도 진천군,4.67,4,33.08,5,1.6,10,70.4,6,26,5,0.52,6,1404101,4,,,58.12,5,18.06,5,0.78,1,79.92,6,-32.89,10,1.41,9,83.07,6,0.17,4,5.73,2,0.35,6,,
"43770","2005",충청북도 음성군,6.64,4,31.53,5,-13.21,10,62.6,5,21.9,5,0.55,6,2830362,5,191,1,123.3,6,13.56,4,0.77,1,74.36,5,-2.61,1,0.19,10,98.42,6,0.84,6,4.7,2,0.48,6,6,1
"43800","2000",충청북도 단양군,4.06,4,24.71,4,-22.38,10,72.63,6,17.4,4,0.28,5,927234,3,,,52.68,5,60.96,7,0.48,1,134.37,6,-84.61,10,-3.15,10,57.27,5,0.28,6,9.42,4,1.11,7,,
"44180","2005",충청남도 보령시,6.61,4,40.28,6,-23.01,10,62.67,5,20.5,5,0.28,5,2060990,4,46,1,75.24,5,20.37,5,0.93,1,120.09,6,186.38,6,-0.8,10,70.9,5,0.62,6,8.23,5,0.82,7,9,3
"44180","2010",충청남도 보령시,8.35,4,40,5,-10.58,10,58.67,6,22.6,5,0.33,5,2214854,4,70,1,8.63,1,23.66,5,1,1,90.21,6,-48.51,1,-0.28,10,31.94,3,0.1,1,12.58,5,0.82,6,16,3
"44250","2010",충청남도 계룡시,27.74,7,52.17,6,18.75,8,59.83,6,22.6,5,0.16,2,405763,1,84,1,3.21,1,182.58,7,1.97,1,75.85,5,-89.16,1,-0.36,10,40.74,4,2.17,6,14.45,5,0.48,6,3,1
"44730","2000",충청남도 연기군,4.81,4,36.3,5,,,69.45,6,32,5,0.36,6,1099894,3,,,51.41,5,10,2,0.61,1,62.73,5,18.87,8,-0.95,10,83.46,6,0.75,7,11.62,5,0.12,4,,
"44730","2010",충청남도 연기군,10.07,5,36.11,5,,,57.63,5,35.5,6,0.38,5,2109547,4,174,1,8.45,1,11.31,2,0.81,1,72.07,5,21.65,1,1.63,8,18.52,1,0.25,1,16.58,5,0.37,5,14,2
"44760","2000",충청남도 부여군,3.09,2,39.99,6,-25.32,10,71.8,6,15.8,3,0.2,4,1018896,3,,,26.84,3,30.76,6,0.58,1,86.63,6,95.31,8,-2.72,10,82.33,6,0.36,6,7.41,3,0.12,4,,
"44770","2010",충청남도 서천군,6.99,4,40.86,6,-18.81,10,62.27,6,11.8,3,0.39,5,1363292,2,31,1,7.36,1,50.82,6,1.01,1,119.45,6,32.15,1,-0.54,10,35.9,3,2.41,6,20.22,6,0.74,6,10,1
"45180","2000",전라북도 정읍시,4.96,4,41.58,6,-17.93,10,72.33,6,15.2,3,0.23,5,,0,,,20.35,1,0.44,1,0.82,1,73.71,6,-67.99,10,0.31,10,72.56,6,0.23,5,22.07,6,0.15,5,,
"45180","2005",전라북도 정읍시,7.03,4,43.45,6,-19.88,10,66.27,6,14.1,3,0.26,5,1558478,3,114,1,36.79,2,38.19,6,0.85,1,90.53,6,260.91,7,-2.63,10,68.34,5,0.69,6,12.09,6,0.17,3,15,5
"45190","2000",전라북도 남원시,4.93,4,43.37,6,-19.03,10,77.25,6,16.2,3,0.23,5,,0,,,23.88,2,2.58,1,0.7,1,97.44,6,-68.52,10,-1.41,10,79,6,0.21,5,11.38,5,0.74,7,,
"45710","2010",전라북도 완주군,10.12,5,26.83,5,2.99,10,59.1,6,23.5,5,0.48,6,2740681,5,179,1,9.85,1,17.43,4,0.65,1,36.21,3,23.1,1,0.41,8,62.18,5,2.52,6,11.99,5,0.24,3,15,3
"45770","2005",전라북도 순창군,4.2,2,40.89,6,-26.36,10,75.3,6,9,1,0.24,5,400748,1,12,1,29.87,1,9.52,2,0.73,1,220.27,7,99.87,5,1.28,8,96.91,6,0.76,6,6.08,4,0,1,8,2
"45770","2010",전라북도 순창군,5.75,3,44.15,6,-7.18,10,72.57,6,12.2,3,0.36,5,590593,1,26,1,5.22,1,14.24,3,0.67,1,92.31,6,289.13,7,-0.09,10,43.75,4,1.98,6,11.49,5,0.4,5,11,1
"45790","2000",전라북도 고창군,3.2,3,36.73,5,-29.51,10,74.3,6,12.9,2,0.17,4,,0,,,14.94,1,6.42,1,0.72,1,100.25,6,,0,-2.74,10,77.26,6,0.62,7,3.08,1,0.62,7,,
"46110","2000",전라남도 목포시,8.08,6,45.09,6,-10.19,10,66.03,5,30.7,5,0.24,5,,0,,,38.17,4,27.52,6,4.73,6,42.12,4,100.18,8,-1.34,10,71.95,6,0.68,7,11.62,5,0,1,,
"46130","2010",전라남도 여수시,11.73,5,32.6,5,-13.5,10,53.5,5,28.9,6,0.39,5,15706152,7,212,1,9.56,1,26.37,5,1.78,1,75.8,5,142.48,6,-1.15,10,27.39,2,1.19,5,19.63,6,0.11,1,64,6
"46780","2005",전라남도 보성군,4.1,2,46.6,6,-32.53,10,74.7,6,10.2,2,0.23,5,,0,18,1,29.55,1,13.77,4,0.64,1,130.75,6,-19.89,1,-1.94,10,80.59,6,0.44,5,12.4,6,0.87,7,5,1
"46860","2010",전라남도 함평군,5.01,2,43.54,6,-20.19,10,67.43,6,10.3,2,0.29,5,593824,1,59,1,7.12,1,29.45,6,0.91,1,166.8,6,119.23,6,-1.83,10,30.9,3,4.52,7,21.62,6,0.65,6,6,1
"46880","2005",전라남도 장성군,6.81,4,37.44,5,-25.24,10,71.33,6,11,2,0.3,5,,0,67,1,70.42,4,17.8,5,0.73,1,140.14,6,241.61,7,-2.28,10,86.61,6,0.95,6,9.76,5,0.24,4,5,1
"47150","2005",경상북도 김천시,8.04,5,41.65,6,-19.74,10,66.43,6,20.6,5,0.27,5,2108634,4,38,1,73.26,5,24.99,5,0.88,1,105.28,6,-3.3,1,-1.28,10,58.45,5,0.66,6,12.95,6,0,1,13,4
"47170","2005",경상북도 안동시,9.81,5,44.14,6,-17.83,10,66.7,6,16.7,4,0.24,5,1941798,4,94,1,49.4,3,28.84,6,0.64,1,95.59,6,70.48,5,-1.56,10,75.9,6,1.3,7,10.66,5,0.12,1,38,6
"41170","2015",경기도 안양시,26.99,6,42.31,6,-18.97,10,59.81,5,53.17,7,0.46,5,28890.99,5,,,19.78,5,14,4,10.58,7,29.6,2,104.58,6,,,84.16,6,5.12,1,14.94,5,0.02,1,,
"41360","2015",경기도 남양주시,19.88,6,43.99,6,4.08,10,55.69,5,38.65,6,0.26,4,13171.44,2,,,8.12,1,10.88,3,3.62,5,26.38,2,-7.49,1,,,77.16,6,10.69,1,13.73,5,0.03,1,,
"41650","2015",경기도 포천시,10.3,4,34.19,5,-11.53,10,55.41,5,28.24,6,0.67,6,33085.96,5,,,24,5,17.09,5,0.87,1,60.6,5,-0.45,1,,,88.31,6,26.77,5,24.52,6,0.32,6,,
"42130","2015",강원도 원주시,18.98,6,43.43,6,-8.43,10,58.97,5,27.29,6,0.43,5,23860.2,5,,,18.27,4,24.73,6,1.94,3,33.99,3,305.61,7,,,94.85,6,15.47,3,25.12,6,0.09,1,,
"42170","2015",강원도 동해시,15.73,5,43.01,6,-13.1,10,62.6,5,19.53,5,0.37,5,27864.48,5,,,24.02,5,45.41,7,4.03,5,58.55,5,-29.1,1,,,94.53,6,14.42,2,24.81,6,0.32,5,,
"42760","2015",강원도 평창군,12.82,5,41.81,6,-11.84,10,66.34,6,12.27,3,0.44,5,39048.14,6,,,27.21,5,34.75,6,0.42,1,124.7,6,94.47,6,,,97.24,6,48.42,6,32.37,6,0.92,7,,
"44150","2015",충청남도 공주시,13.58,5,41.93,6,-22.79,10,63.08,5,18.65,5,0.4,5,33070.91,5,,,17.35,4,15.77,5,1.43,1,69.39,5,25.48,1,,,90.94,6,40.93,6,17.05,5,0.54,6,,
"44200","2015",충청남도 아산시,15.98,5,33.62,5,5.6,10,55.96,5,39.85,6,0.62,6,97131.44,7,,,84.09,7,20.81,5,1.84,3,32.8,3,32.92,2,,,88.97,6,18.76,4,17.54,5,0.03,1,,
"45710","2015",전라북도 완주군,15.49,5,28.34,5,4.94,10,63.44,6,29.63,6,0.64,6,48879.66,6,,,57.78,7,17.03,5,1.38,1,60.94,5,74.23,5,,,84.5,6,51.14,6,14.97,5,0.1,1,,
"45730","2015",전라북도 무주군,10.03,4,39.04,5,-8.46,10,75.02,6,17,4,0.37,5,29088.34,5,,,14.97,4,23.04,6,0.63,1,163.74,7,-62.24,1,,,64.98,5,121.4,7,28.95,6,0.79,7,,
"46110","2015",전라남도 목포시,16.45,5,49.71,6,-16.28,10,57.63,5,22.76,5,0.32,5,16304.04,3,,,11.62,3,28.54,6,13.13,7,48.32,4,-4.55,1,,,62.42,5,12.91,2,23.99,6,0.08,1,,
"46820","2015",전라남도 해남군,8.91,4,45.47,6,-5.5,10,65.1,6,8.88,2,0.36,5,24247.21,5,,,11.78,3,9.03,3,0.38,1,112.22,6,-45.72,1,,,29,3,95.97,7,17.57,5,0.66,7,,
"46830","2015",전라남도 영암군,10.5,4,21.14,4,-6.5,10,62.85,5,16.68,4,0.94,7,64849.53,6,,,91.26,7,44.79,7,1.43,1,122.84,6,68.56,5,,,43.24,4,88.83,7,22.25,6,0.52,6,,
"46860","2015",전라남도 함평군,9.03,4,39.45,5,-15.06,10,68.06,6,9.85,2,0.4,5,23590.12,5,,,10.29,2,15.72,5,1.81,3,174.68,7,-10.08,1,,,38.55,4,131.33,7,17.92,5,0.57,6,,
