"시군구코드","연도","시군구명","대졸인구비율","대졸인구비율등급","여성종사자비율","여성종사자비율등급","20세미만인구성장률","20세미만인구성장률등급","투표율","투표율등급","재정자립도","재정자립도등급","경제활동인구대비종사자수","경제활동인구대비종사자수등급","1인당지역내총생산","1인당지역내총생산등급","특허출원건수","특허출원건수등급","1인당주민세","1인당주민세등급","1인당공원면적","1인당공원면적등급","도로밀도","도로밀도등급","1만인당공무원수","1만인당공무원수등급","건축허가면적증감률","건축허가면적증감률등급","주민등록인구전출입률","주민등록인구전출입률등급","폐기물재활용률","폐기물재활용률등급","1만인당사회복지시설수","1만인당사회복지시설수등급","1만인당문화체육시설수","1만인당문화체육시설수등급","1만인당축제건수","1만인당축제건수등급","비영리단체수","비영리단체수등급"
"41290","2000",경기도 과천시,29.85,7,38.06,5,-1.67,10,66.28,5,47.5,6,0.43,6,1312682,4,,,135.82,7,98.81,7,1.31,2,64.46,5,-78.1,10,-1.05,10,52.99,5,0.45,6,20.24,6,0.15,5,,
"41310","2000",경기도 구리시,9.43,6,42.76,6,7.17,10,61.63,5,47.4,6,0.23,5,,0,,,29.7,3,19.18,5,3.51,6,34.01,3,3.94,8,0.83,9,56.07,5,0,1,4.54,1,0.06,1,,
"41310","2005",경기도 구리시,16.12,6,47.8,6,5.19,10,58.4,5,46.2,6,0.23,5,2019029,4,165,1,48.15,3,11.1,3,4.89,6,53.62,4,-8.44,1,-1.09,10,51.76,5,,0,12.27,6,0.11,1,19,5
"41610","2005",경기도 광주시,13.39,6,30.53,5,44.99,8,60.7,5,52.7,6,0.43,6,3110397,5,794,6,79.63,5,0.4,1,0.94,1,52.64,4,-75.07,1,3.69,8,70.18,5,0.78,6,12.41,6,0.15,3,18,5
"41610","2010",경기도 광주시,14.43,6,32.26,5,2.55,10,48.57,5,57.6,7,0.5,6,3896662,6,837,6,11.25,1,1.43,1,0.9,1,46.86,4,265.35,7,3.52,8,94.87,6,0.87,4,18.58,6,0.13,1,29,5
"41630","2010",경기도 양주시,11.01,5,33.32,5,13.65,9,51.1,5,40.8,6,0.41,5,2940514,5,415,4,9.57,1,5.67,1,1.29,1,47.95,4,41.37,3,6.43,8,97.78,6,1.49,5,15.59,5,0.05,1,22,4
"41650","2005",경기도 포천시,5.91,4,32.11,5,-8.5,10,60.23,5,34.1,6,0.51,6,2599932,5,264,3,59.9,4,0.78,1,0.66,1,57.6,4,5.51,1,3.36,8,78.33,6,1.27,7,12.87,6,0.14,2,18,5
"41800","2000",경기도 연천군,4.39,4,39.68,6,-15.42,10,69.83,6,22.1,5,0.2,4,,0,,,24.54,2,2.76,1,0.44,1,110.14,6,548.15,8,-2.57,10,77.68,6,0,1,40.22,7,0.4,6,,
"42110","2000",강원도 춘천시,11.31,6,41.15,6,0.69,10,66.16,5,35.4,6,0.24,5,2191978,5,,,49.84,5,22.97,5,0.6,1,53.06,5,-76.85,10,0.46,10,72.35,6,0.4,6,12.08,5,0.24,6,,
"42110","2005",강원도 춘천시,15.26,6,42.86,6,-6.36,10,60.8,5,34.4,6,0.26,5,3279621,5,286,3,68.31,4,24.01,5,0.95,1,52.9,4,808.59,7,-0.03,10,62.77,5,0.65,6,12.53,6,0.23,4,55,7
"42130","2000",강원도 원주시,9.49,6,39.37,6,6.18,10,64.38,5,40.7,6,0.29,5,2962570,6,,,40.83,4,18.84,5,0.75,1,44.49,4,-75.84,10,1.02,9,70.62,6,0.41,6,13.27,5,0.22,6,,
"42150","2005",강원도 강릉시,13.2,6,42.98,6,-13.86,10,59.53,5,33.4,6,0.28,5,2718057,5,118,1,70.03,4,38.66,6,0.92,1,56.79,4,222.16,7,-1.42,10,81.84,6,0.54,6,12.15,6,0.27,5,33,6
"42190","2010",강원도 태백시,10.27,5,39.2,5,-14.35,10,59.33,6,27.1,5,0.31,5,741950,1,19,1,5.68,1,85.71,7,1,1,109.2,6,-21.21,1,-1.46,10,86.38,6,0.58,2,22.89,6,0.97,7,7,1
"42720","2000",강원도 홍천군,4.69,4,39.37,6,-11.93,10,72.13,6,17.5,4,0.21,5,1043506,3,,,28.81,3,18.74,5,0.31,1,94.48,6,-34.6,10,-1.25,10,89.55,6,0.3,6,12.05,5,0.15,5,,
"42770","2000",강원도 정선군,4.19,4,30.95,5,-34.09,10,71.5,6,13,2,0.24,5,574532,1,,,31.36,3,40.98,6,0.37,1,135.42,6,184.02,8,-2.58,10,94.02,6,0,1,17.36,6,0.65,7,,
"42770","2005",강원도 정선군,7.52,4,37.74,5,-31.83,10,65.57,6,27.8,5,0.34,5,938001,1,12,1,355.34,7,42.79,6,0.4,1,151.72,6,-3.01,1,-2.78,10,94.24,6,1.22,7,13.86,6,0.73,7,5,1
"42830","2005",강원도 양양군,7.46,4,43.18,6,-19.66,10,71.17,6,22.5,5,0.29,5,556118,1,40,1,56.21,4,8.68,2,0.46,1,160.38,6,23.33,1,-0.12,10,68.72,5,0.68,6,15.19,6,2.7,7,4,1
"42830","2010",강원도 양양군,10.06,5,41.39,6,-25.78,10,64.8,6,13.8,3,0.36,5,699338,1,14,1,10,1,9.81,2,0.49,1,182.53,7,-48.04,1,-0.48,10,91.81,6,2.75,6,33.37,6,3.14,7,4,1
"43130","2010",충청북도 충주시,12.33,5,41.82,6,-11.54,10,55.3,5,20.3,5,0.33,5,3502294,5,221,2,6.93,1,30.9,6,1.12,1,62.64,5,-11.5,1,0.12,8,91.69,6,2.12,6,17.96,6,0.34,5,31,5
"43150","2000",충청북도 제천시,5.32,5,44.15,6,-5.82,10,67.9,6,25.9,5,0.23,5,1275775,4,,,27.26,3,18.41,5,0.86,1,64.5,5,-53.78,10,-0.69,10,67.65,6,0.35,6,10.3,5,0.14,4,,
"43710","2010",충청북도 청원군,14.14,6,30.8,5,,,55.43,5,37.5,6,0.59,6,5399467,6,734,6,16.1,1,162.76,7,0.8,1,56.06,4,4.25,1,0.97,8,63.93,5,2.09,6,12.87,5,0.21,3,9,1
"43720","2000",충청북도 보은군,3.47,3,35.1,5,-21.6,10,77.38,6,9.6,1,0.25,5,464416,1,,,21.62,2,31.84,6,0.73,1,142.7,7,-27.48,10,-3.28,10,83.52,6,0.26,5,11.22,5,0.78,7,,
"43720","2005",충청북도 보은군,4.38,2,34.98,5,-29.57,10,70.73,6,9.8,1,0.28,5,559600,1,25,1,50.13,3,28.03,6,0.69,1,183.91,7,52.91,4,-2.31,10,82.17,6,0.92,6,9.23,5,1.54,7,6,1
"43770","2010",충청북도 음성군,8.23,4,31.04,5,-8.76,10,54.77,5,28.6,6,0.68,6,2799857,5,245,2,22.64,1,19.03,4,0.8,1,76.94,5,30.36,1,0.34,8,87.66,6,2.14,6,17.12,6,0.48,5,13,2
"44150","2000",충청남도 공주시,5.83,5,42.73,6,-11.77,10,70.13,6,17,4,0.22,5,1432737,4,,,37.34,4,22.61,5,0.64,1,67.19,5,34.43,8,-1.09,10,65.54,6,0.38,6,8.21,4,0.31,6,,
"44710","2005",충청남도 금산군,4.63,3,35.1,5,-20.97,10,61.27,5,18.6,4,0.35,6,1095959,1,75,1,94.85,5,23.89,5,0.57,1,141.12,6,27.64,1,-2.85,10,66.49,5,0.93,6,11.2,5,0.75,7,9,3
"44770","2005",충청남도 서천군,5.45,3,35.63,5,-27.15,10,64.4,6,10.1,2,0.33,5,1265932,2,16,1,89.77,5,44.81,6,1.02,1,149.81,6,249.14,7,-1.86,10,95.91,6,0.69,6,10.89,5,0.69,6,5,1
"44800","2005",충청남도 홍성군,6.74,4,42.98,6,-19.91,10,64.33,6,11.5,2,0.25,5,1428351,3,68,1,42.43,2,26.41,6,0.7,1,107.38,6,108.39,6,-0.25,10,77.94,6,0.24,3,10.03,5,0.6,6,6,1
"44830","2010",충청남도 당진시,9.88,5,28.66,5,13.88,9,54.4,5,39,6,0.4,5,6028233,6,119,1,14.85,1,29.13,6,0.65,1,72.19,5,50.53,3,3.45,8,23.02,1,1.53,5,15.62,5,0.73,6,21,4
"45740","2010",전라북도 장수군,5.67,3,41.92,6,-13.4,10,68.87,6,11,2,0.33,5,440693,1,92,1,6.44,1,53.62,6,0.78,1,94.73,6,-11.91,1,-0.52,10,48.63,5,2.57,6,25.74,6,1.54,7,20,4
"45750","2010",전라북도 임실군,5.03,2,43.35,6,-16.57,10,66.83,6,11.5,3,0.37,5,616154,1,21,1,6.88,1,87.29,7,0.86,1,106.07,6,365.62,7,-1,10,37.07,4,2.96,6,24.93,6,2.96,7,15,3
"45800","2010",전라북도 부안군,6.82,4,46.62,6,-20.24,10,63.5,6,16.7,4,0.31,5,1069891,1,54,1,5.57,1,90.26,7,0.9,1,64.35,5,145.84,6,-0.74,10,65.66,5,0.79,3,12.2,5,0.98,7,17,3
"46230","2000",전라남도 광양시,6.01,5,23.84,4,5.78,10,72.48,6,38.1,6,0.4,6,,0,,,228.68,7,1.5,1,1.14,1,60.69,5,-76.36,10,-1.46,10,79,6,0,1,8.59,4,0.08,2,,
"46230","2005",전라남도 광양시,9.13,5,25.49,4,-7.69,10,67.23,6,49.4,6,0.42,6,,0,141,1,487.27,7,71.36,7,1.59,3,61.45,5,183.04,6,-0.29,10,97.43,6,0,1,8.76,5,0.07,1,15,5
"46230","2010",전라남도 광양시,11.13,5,25.43,4,-7.49,10,57.27,5,37.8,6,0.54,6,8982867,7,221,2,15.06,1,75.85,7,1.68,1,74.81,5,178.04,6,0.18,8,41.3,4,1.31,5,19.23,6,0.07,1,28,5
"46710","2010",전라남도 담양군,7.79,4,35.46,5,-12.48,10,63.07,6,14.1,3,0.41,6,855685,1,91,1,8.22,1,24.65,5,0.71,1,177.69,7,78.61,5,0.66,8,20,1,4.39,7,18.28,6,0.24,4,7,1
"46720","2005",전라남도 곡성군,3.14,1,26.83,5,-33.09,10,75.93,6,9.7,1,0.36,6,,0,13,1,99.82,5,16.66,4,0.47,1,185.93,7,21.28,1,-0.34,10,56.32,5,1.34,7,12.44,6,0.34,5,6,1
"46730","2005",전라남도 구례군,4.38,2,45.51,6,-27.47,10,74.23,6,10.7,2,0.23,5,,0,9,1,36.59,2,17.86,5,0.47,1,205.7,7,-65.54,1,-2.07,10,75.12,6,0.4,5,12.93,6,0.4,6,2,1
"46820","2000",전라남도 해남군,2.82,2,44.79,6,-20.27,10,78.53,6,12.4,2,0.19,4,,0,,,20.79,1,18.21,5,0.59,1,79.91,6,25.02,8,-1.84,10,63.75,5,0.56,7,7.7,4,0,1,,
"46830","2010",전라남도 영암군,7.02,4,19.85,3,-21.15,10,59.93,6,18.2,4,0.68,6,3100589,5,78,1,17.35,1,41.94,6,0.64,1,142.64,6,10.86,1,-0.99,10,32.75,3,1.36,5,18.04,6,0.34,5,12,1
"46860","2000",전라남도 함평군,2.28,1,38.2,6,-28.85,10,74.58,6,12.3,2,0.16,4,,0,,,18.66,1,30.33,6,0.78,1,124.72,6,114.79,8,-3.42,10,83.22,6,0.97,7,5.81,2,0.24,6,,
"46880","2010",전라남도 장성군,8.81,5,37.52,5,-17.15,10,64.17,6,10.7,2,0.43,6,1108710,1,68,1,9.19,1,12.49,3,0.8,1,191.91,7,189.6,6,-0.21,10,24.47,2,1.56,5,20.26,6,0.26,4,8,1
"47170","2000",경상북도 안동시,6.91,5,41.36,6,-16.38,10,72.71,6,18.9,4,0.2,5,1526329,5,,,31.73,3,9.16,2,0.47,1,67.66,5,4.8,8,-1.47,10,73.44,6,0.55,7,10.82,5,0.11,3,,
"41130","2015",경기도 성남시,31.62,6,41.17,6,-14.1,10,54.61,5,61.87,7,0.53,6,28696.54,5,,,39.78,6,19.21,5,9.41,7,28.47,2,69,5,,,82.63,6,5.13,1,13.4,4,0,1,,
"41190","2015",경기도 부천시,19.59,6,47.34,6,-19.85,10,57.7,5,41,6,0.36,5,20147.46,4,,,14.26,4,7.79,2,15.42,7,27.58,2,219.25,7,,,77.35,6,6.29,1,15.16,5,0.05,1,,
"41210","2015",경기도 광명시,21.69,6,44.55,6,-8.95,10,61.81,5,45.64,6,0.28,4,19467.49,4,,,16.9,4,10.72,3,13.22,7,30.03,3,358.37,7,,,77.71,6,4.38,1,12.55,4,0,1,,
"41270","2015",경기도 안산시,15.03,5,36.81,5,-19.46,10,53.58,5,47.87,6,0.5,6,35424.8,6,,,34.15,6,13.45,4,10.21,7,27.68,2,-0.61,1,,,72.8,6,5.76,1,16.68,5,0.06,1,,
"41390","2015",경기도 시흥시,12.97,5,32.68,5,-16.25,10,53.17,5,54.74,7,0.54,6,28778.83,5,,,24.89,5,16.05,5,12.19,7,27.46,2,444.79,7,,,73.78,6,8.66,1,17.54,5,0.05,1,,
"41430","2015",경기도 의왕시,28.32,6,36.51,5,-8.59,10,63.63,6,45.65,6,0.33,5,20059.89,4,,,21.65,5,13.73,4,6.6,6,34.96,3,41.66,3,,,87.81,6,8.89,1,12.41,4,0,1,,
"41500","2015",경기도 이천시,14.2,5,41.1,5,-6.06,10,55.7,5,47.35,6,0.59,6,57571.73,6,,,67.21,7,17.87,5,1.61,2,46.29,4,85.21,5,,,88.49,6,21.56,4,16.34,5,0.2,4,,
"41550","2015",경기도 안성시,15.39,5,35.43,5,-4.73,10,56.01,5,37.31,6,0.57,6,40436.07,6,,,38.55,6,6.15,1,1.47,1,52.47,5,49.26,4,,,82.17,6,28.26,5,18.69,5,0.06,1,,
"42110","2015",강원도 춘천시,21.62,6,46.18,6,-11.05,10,63.08,5,25.98,6,0.38,5,23325.8,5,,,13.45,3,13.54,4,1.2,1,40.54,4,-28.82,1,,,87.1,6,16.37,3,20.61,6,0.18,4,,
"42730","2015",강원도 횡성군,11.64,5,41.06,5,-5.95,10,68.25,6,19.49,5,0.43,5,33349.26,5,,,21.1,5,6.17,1,0.56,1,105.04,6,-7.31,1,,,95.59,6,53.24,6,39.39,6,0.66,7,,
"42830","2015",강원도 양양군,13.57,5,41.15,6,-16.68,10,71.11,6,10.03,2,0.39,5,31759.45,5,,,14.41,4,9.8,3,0.45,1,153.99,7,93.95,6,,,89.33,6,56.82,6,36.05,6,1.09,7,,
"43750","2015",충청북도 진천군,10.89,4,32.01,5,1.73,10,61.68,5,29.02,6,0.85,6,81785.81,7,,,73.55,7,28.69,6,1.51,2,71.26,5,114.27,6,,,79.01,6,46.58,6,38.1,6,0.29,5,,
"43760","2015",충청북도 괴산군,10.52,4,38.39,5,14.04,9,69.2,6,12.99,4,0.38,5,30975.22,5,,,19.47,5,21.04,5,0.57,1,118.62,6,-30.93,1,,,86.13,6,95.6,7,13,4,0.77,7,,
"43745","2015",충청북도 증평군,13.78,5,42.09,6,0.88,10,64.24,6,17.17,4,0.37,5,30001.77,5,,,26.73,5,19.98,5,3.21,5,95.31,6,-25.37,1,,,94.69,6,34.68,5,38.63,6,0.27,5,,
"44180","2015",충청남도 보령시,11.97,5,40.71,5,-13.95,10,64.42,6,19.9,5,0.38,5,39148.05,6,,,28.88,6,23.86,6,0.54,1,67.25,5,71.96,5,,,82.1,6,42.17,6,12.54,4,0.57,6,,
"44250","2015",충청남도 계룡시,31.43,6,45.57,6,-17.61,10,66.76,6,23.42,5,0.2,3,20062.66,4,,,5.89,1,27.73,6,3.9,5,76.35,6,30.36,2,,,85.73,6,12.04,1,21.27,6,0.24,5,,
"44790","2015",충청남도 청양군,7.7,3,38.29,5,-8.6,10,71.62,6,15.18,4,0.42,5,31623.4,5,,,13.7,3,3.2,1,0.17,1,135.16,6,-14.65,1,,,87.5,6,100.96,7,15.81,5,0.92,7,,
"44800","2015",충청남도 홍성군,13.69,5,44.35,6,0.39,10,62.22,5,19.81,5,0.38,5,31434.67,5,,,13.91,3,34.76,6,0.95,1,56,5,-1.93,1,,,92.07,6,43.71,6,15.11,5,0.42,6,,
"44825","2015",충청남도 태안군,10.2,4,41.89,6,-3.37,10,65.37,6,18.58,5,0.35,5,42769.91,6,,,27.46,5,9.62,3,1.46,1,90.83,6,-15.22,1,,,17.54,1,43.53,6,11.14,4,0.63,6,,
"45130","2015",전라북도 군산시,17.5,6,35.09,5,-6.99,10,57.61,5,26.17,6,0.44,5,35737.38,6,,,32.51,6,27.59,6,3.63,5,40.71,4,158.47,6,,,53.21,5,20.95,4,14.44,5,0.11,2,,
"45180","2015",전라북도 정읍시,11.71,5,44.26,6,-17.45,10,67.02,6,13.44,4,0.37,5,23740.46,5,,,16.9,4,39.04,6,1.75,2,69.08,5,-41.21,1,,,68.61,5,67.23,6,20.19,5,0.34,6,,
"45210","2015",전라북도 김제시,10.93,4,38.94,5,-15.92,10,65.87,6,11.42,3,0.47,6,30331.83,5,,,17.62,4,16.98,5,1.52,2,85.1,6,-7.64,1,,,61.11,5,80.72,7,21.67,6,0.11,2,,
"46710","2015",전라남도 담양군,12.23,5,37.95,5,-6.65,10,66.66,6,17.56,5,0.54,6,26261.4,5,,,15.06,4,27.01,6,0.77,1,136.37,6,-18.87,1,,,48.8,5,96.16,7,17.63,5,0.85,7,,
"46780","2015",전라남도 보성군,8.25,3,43.64,6,-10.63,10,69.93,6,9.96,2,0.36,5,17711.5,4,,,8.97,1,25.41,6,0.63,1,149.44,7,7.18,1,,,35.11,3,116.61,7,20.14,5,1.1,7,,
"46910","2015",전라남도 신안군,7.24,3,35.52,5,4.19,10,69.94,6,7.41,1,0.22,3,22779.48,5,,,7.93,1,112.39,7,0.96,1,199.62,7,-27.87,1,,,10.7,1,125.36,7,29.93,6,0.69,7,,
"47230","2015",경상북도 영천시,10.61,4,33.94,5,-15.51,10,65.64,6,18.84,5,0.56,6,33948.2,5,,,30.08,6,6.27,1,0.94,1,102,6,81.39,5,,,74.98,6,47.23,6,24.31,6,0.3,5,,
"47840","2015",경상북도 성주군,8.5,3,32.26,5,-11.97,10,67.61,6,15.64,4,0.56,6,40997.96,6,,,23.19,5,12.01,4,0.21,1,144.04,6,124.18,6,,,49.85,5,73.42,6,16.26,5,0.22,5,,
"48330","2015",경상남도 양산시,17.12,5,38.04,5,1.33,10,59.56,5,40.28,6,0.5,6,36134.61,6,,,33.91,6,20.66,5,3.37,5,29.39,2,359.45,7,,,58.93,5,11.05,1,14.66,5,0.03,1,,
"48730","2015",경상남도 함안군,13.51,5,26.41,4,-2.36,10,67.9,6,24.79,5,0.77,6,53515.39,6,,,45.81,6,24.62,6,1.6,2,71.06,5,6.16,1,,,83.1,6,55.03,6,14.95,5,0.14,3,,
"42800","2015",강원도 양구군,12.94,5,44.05,6,5.25,10,70.7,6,17.03,4,0.24,4,36009.3,6,,,6.07,1,31.32,6,0.35,1,169.21,7,-93.97,10,,,93,6,45.12,6,36.55,6,0.83,7,,
"11260","2015",서울특별시 중랑구,18.13,6,49.26,6,-18.72,10,57.33,5,23.91,5,0.24,4,9695.74,1,,,9.06,1,5.71,1,15.37,7,30.97,3,71.43,5,,,90.37,6,5.59,1,11.62,4,0.1,1,,
"11500","2015",서울특별시 강서구,27.57,6,45.06,6,-12.06,10,60.67,5,26,6,0.4,5,18231.53,4,,,22.45,5,5.96,1,11.44,7,25.03,2,107.75,6,,,74.46,6,5.33,1,13.67,5,0.07,1,,
"11710","2015",서울특별시 송파구,37.95,7,39.09,5,-13.91,10,62.22,5,49.3,6,0.56,6,33321.43,5,,,31.56,6,3.52,1,12.09,7,23.06,1,-85.08,1,,,88.09,6,3.73,1,12.94,4,0,1,,
"26350","2015",부산광역시 해운대구,27.47,6,51.32,6,-14.6,10,57.76,5,31.33,6,0.33,5,15324.96,3,,,17.02,4,7.73,2,3.57,5,22.59,1,14.64,1,,,86.58,6,6.96,1,15.04,5,0.17,4,,
"47230","2010",경상북도 영천시,7.6,4,36.27,5,-21.29,10,60.83,6,19.8,5,0.42,6,1899873,3,189,1,9.08,1,19.82,5,0.64,1,121.36,6,51.31,4,-0.87,10,87.24,6,0.94,4,13.86,5,0.31,4,19,4
"47280","2010",경상북도 문경시,8.61,4,44.12,6,-14.58,10,67.53,6,20,5,0.29,5,1131117,1,74,1,5.99,1,35.87,6,0.67,1,153.29,6,5.63,1,0.5,8,85.55,6,1.74,6,24.34,6,0.72,6,23,4
"47290","2000",경상북도 경산시,9.35,6,38.91,6,30.26,8,61.75,5,37.4,6,0.32,6,2729285,6,,,38.7,4,15.04,4,0.64,1,38.17,4,-53.71,10,-0.44,10,62.99,5,0.13,3,11.52,5,0.09,2,,
"47290","2005",경상북도 경산시,12.82,6,38.29,5,-8.18,10,57.2,5,35.1,6,0.32,5,3491096,6,379,4,62.26,4,15.38,4,1.93,3,52.75,4,-21.56,1,2.9,8,69.44,5,0.29,4,12.42,6,0.08,1,19,5
"47720","2005",경상북도 군위군,4.24,2,33.77,5,-33.72,10,71.43,6,14.6,3,0.28,5,394452,1,28,1,41.64,2,16.25,4,0.42,1,253.75,7,53.4,4,-3.9,10,88.47,6,0.41,5,6.11,4,0,1,6,1
"47730","2000",경상북도 의성군,2.73,2,41.63,6,-29.24,10,77.73,6,14.5,3,0.17,4,729854,1,,,19.64,1,17.46,5,0.4,1,108.41,6,-34.6,10,-2.89,10,81.76,6,0.29,6,7.31,3,0.15,4,,
"47730","2010",경상북도 의성군,4.61,2,41.5,6,-27.2,10,71.17,6,11.7,3,0.26,4,812339,1,64,1,5.08,1,22.44,5,0.44,1,205.28,7,149.9,6,-0.98,10,94.35,6,2.93,6,13.46,5,0.39,5,12,1
"47750","2000",경상북도 청송군,3.99,4,41.25,6,-26.36,10,78.2,6,13.4,3,0.16,4,330625,1,,,16.41,1,6.13,1,0.4,1,151.75,7,-68.98,10,-2.01,10,76.02,6,,0,10.54,5,0.32,6,,
"47840","2000",경상북도 성주군,2.37,1,41.03,6,-13.77,10,75.5,6,17.9,4,0.22,5,648104,1,,,15.76,1,3.01,1,0.52,1,109.69,6,-34.8,10,-2.48,10,72.15,6,0.85,7,10.4,5,0,1,,
"47850","2010",경상북도 칠곡군,8.87,5,36.44,5,-2.78,10,54.27,5,28.5,6,0.49,6,2222208,4,200,1,9.72,1,40.69,6,0.7,1,73.44,5,-54.36,1,-0.09,10,75.3,6,1.66,6,13.3,5,0.09,1,26,5
"47900","2010",경상북도 예천군,6.15,3,42.07,6,-16.95,10,73.47,6,12.2,3,0.23,4,773233,1,11,1,4.9,1,6.43,1,0.6,1,185.52,7,253.81,7,-0.66,10,93.09,6,0.93,4,14.18,5,0.23,3,11,1
"47940","2000",경상북도 울릉군,5.32,5,39.97,6,-20.29,10,77.93,6,17.7,4,0.24,5,100702,1,,,27.29,3,16.2,4,1.12,1,286.7,7,-98.29,10,-2.06,10,33.09,4,0,1,13.79,5,0.99,7,,
"48110","2010",경상남도 창원시,15.29,6,36.17,5,68.79,8,54.03,5,60.9,7,0.41,6,18950630,7,1582,7,7.86,1,27.41,5,2.89,1,27.61,1,51.61,4,-0.41,10,61.35,5,0.68,3,4.95,1,0.09,1,155,7
"48170","2000",경상남도 진주시,9.56,6,40.56,6,-6.83,10,69.4,6,38.7,6,0.24,5,2955205,6,,,35.21,4,119.09,7,1.2,2,41.23,4,-67.68,10,-0.62,10,69.69,6,0.09,1,11.68,5,0.03,1,,
"48250","2005",경상남도 김해시,12.56,6,35.97,5,20.55,9,57.2,5,47.7,6,0.4,6,7448692,7,622,6,62.33,4,33.3,6,2.52,4,29,1,-22.43,1,2.86,8,77.73,6,0.23,3,11.39,5,0.09,1,28,6
"48850","2010",경상남도 하동군,6.86,4,39.04,5,-20.33,10,70.7,6,14.7,4,0.33,5,1060893,1,63,1,9.74,1,23.89,5,0.73,1,98.66,6,41.15,3,-1.3,10,77.38,6,1.67,6,19.11,6,3.11,7,8,1
"48860","2010",경상남도 산청군,6.82,4,44.68,6,-11.76,10,67.27,6,14.1,3,0.29,5,707526,1,21,1,6.5,1,31.35,6,0.6,1,119.13,6,131.48,6,1.72,8,62.36,5,4.08,7,10.97,4,1.57,7,10,1
"48890","2010",경상남도 합천군,5.91,3,40.04,5,-16.77,10,67.37,6,12.7,3,0.28,5,863237,1,18,1,6.14,1,22.92,5,0.6,1,106.79,6,366.44,7,-4.6,10,71.77,5,2.06,6,7.79,3,0.92,6,7,1
"49130","2010",제주특별자치도 서귀포시,9.44,5,47.99,6,47.13,8,62.4,6,26.1,5,0.37,5,,0,121,1,7.28,1,23.07,5,1.16,1,80.63,5,31.91,1,-0.25,10,39.13,4,1.45,5,14.77,5,1.15,7,53,6
"49720","2000",제주특별자치도 남제주군,4.2,4,43.49,6,,,77.18,6,,0,0.19,4,,0,,,26.72,3,22.49,5,0.66,1,87.64,6,-0.85,10,-1.05,10,87.02,6,0.31,6,11.69,5,0.92,7,,
"28110","2015",인천광역시 중구,20.29,6,37.96,5,30.76,8,56.43,5,53.71,7,0.97,7,119155.21,7,,,112.19,7,0.79,1,0.88,1,49.4,4,1283.9,7,,,95.11,6,9.31,1,18.89,5,0.17,4,,
"28140","2015",인천광역시 동구,11.48,5,28.78,5,-15.85,10,61.17,5,30.08,6,0.52,6,39979.68,6,,,52.81,6,0.93,1,7.05,6,63.04,5,-43.58,1,,,96.24,6,8.15,1,11.86,4,0,1,,
"28260","2015",인천광역시 서구,17.44,6,35.38,5,8.05,10,56.82,5,40.02,6,0.38,5,38883.43,6,,,25.3,5,9.38,3,6.19,6,15.02,1,31.76,2,,,41.55,4,6.91,1,14.07,5,0,1,,
"29110","2015",광주광역시 동구,26.04,6,53.27,6,-14.09,10,60.95,5,14.31,4,0.67,6,29460.33,5,,,35.11,6,3.28,1,2.21,3,46.91,4,2.65,1,,,90.03,6,15.38,3,29.39,6,0.2,4,,
"30200","2015",대전광역시 유성구,35.69,7,37.2,5,4.91,10,62.76,5,33.2,6,0.46,5,34684.51,6,,,47.99,6,13.21,4,2.21,3,16.39,1,26.85,1,,,58.41,5,6.17,1,16.02,5,0.15,3,,
"11440","2020",서울특별시 마포구,40.14,6,,,-5.52,10,68.43,6,38.79,6,,,,,1797,7,66.93,6,8.7,4,,,,,,,-0.66,10,,,,,,,0.23,3,335,7
"11500","2020",서울특별시 강서구,31.4,6,,,-7.42,10,66.49,5,28.96,6,,,,,2245,7,49.01,6,4.42,1,,,,,,,-2.13,10,,,,,,,0.04,1,90,6
"11560","2020",서울특별시 영등포구,39.33,6,,,-0.72,10,67.18,6,42.22,6,,,,,12566,7,175.93,7,2.18,1,,,,,,,2.84,8,,,,,,,0.03,1,309,7
"11650","2020",서울특별시 서초구,53.13,7,,,-1.84,10,68.83,6,62.47,7,,,,,5969,7,129.61,7,4.61,1,,,,,,,-1.51,10,,,,,,,0.05,1,246,7
"11740","2020",서울특별시 강동구,33.61,6,,,7.15,9,67.01,6,31.55,6,,,,,592,5,27.29,5,7.7,4,,,,,,,5.04,8,,,,,,,0.02,1,74,6
"26320","2020",부산광역시 북구,21.43,6,,,-6.65,10,66.92,6,14.59,4,,,,,227,1,12.43,1,0.4,1,,,,,,,-2.38,10,,,,,,,0.04,1,42,4
"27290","2020",대구광역시 달서구,22.05,6,,,-5.51,10,63.27,5,23.72,5,,,,,1125,6,7.37,1,4.53,1,,,,,,,-1.75,10,,,,,,,0.02,1,66,6
"27710","2020",대구광역시 달성군,18.98,5,,,-1.31,10,63.45,5,37.19,6,,,,,933,6,39.7,6,11.69,5,,,,,,,0.64,8,,,,,,,0.08,1,19,1
"28140","2020",인천광역시 동구,12.56,4,,,-7.35,10,64.9,5,19.94,5,,,,,617,5,63.61,6,0.9,1,,,,,,,-2.56,10,,,,,,,0.17,1,17,1
"28200","2020",인천광역시 남동구,18.92,5,,,-4.7,10,62.38,5,28.53,6,,,,,1325,6,33.08,5,15.14,6,,,,,,,-1.46,10,,,,,,,0.02,1,200,7
"28237","2020",인천광역시 부평구,18.9,5,,,-7.16,10,61.74,5,22.82,5,,,,,740,5,27.16,5,2.2,1,,,,,,,-3.35,10,,,,,,,0.02,1,104,6
