"시군구코드","연도","시군구명","노령화지수(인구총조사)","노령화지수(인구총조사)등급","인구순이동률","인구순이동률등급","인구변화율(인구총조사)","인구변화율(인구총조사)등급","평균교육년수","평균교육년수등급","독거노인가구비율","독거노인가구비율등급","기초생활수급자(천인당)","기초생활수급자(천인당)등급","소년소녀가장(천인당)","소년소녀가장(천인당)등급","노령화지수(주민등록인구통계)","노령화지수(주민등록인구통계)등급","인구변화율(주민등록인구통계)","인구변화율(주민등록인구통계)등급","고령인구수(인구총조사)","고령인구수(인구총조사)등급","고령인구수(주민등록인구통계)","고령인구수(주민등록인구통계)등급","노년부양비(인구총조사)","노년부양비(인구총조사)등급","노년부양비(주민등록인구통계)","노년부양비(주민등록인구통계)등급","세입자가구비율","세입자가구비율등급","경제활동인구(인구총조사)","경제활동인구(인구총조사)등급","경제활동인구(주민등록인구통계)","경제활동인구(주민등록인구통계)등급","종사자수(천명당)","종사자수(천명당)등급","사업체당종사자수","사업체당종사자수등급","제조업종사자비율","제조업종사자비율등급","고차산업종사자비율","고차산업종사자비율등급","재정자립도","재정자립도등급","지방세액(1인당)","지방세액(1인당)등급","지가변동률(주거)","지가변동률(주거)등급","지가변동률(상업)","지가변동률(상업)등급","의료보험료","의료보험료등급","도소매업종사자수(천명당)","도소매업종사자수(천명당)등급","총사업체수증감율","총사업체수증감율등급","총종사자수증감율","총종사자수증감율등급","도소매업체증감율","도소매업체증감율등급","제조업체증감율","제조업체증감율등급","주요산업별종사자수","주요산업별종사자수등급","총사업체수","총사업체수등급","노후주택비율","노후주택비율등급","신규주택비율","신규주택비율등급","공가율","공가율등급","부동산공시지가","부동산공시지가등급","노후건축물비율","노후건축물비율등급","소형주택비율","소형주택비율등급","주거면적(1인당)","주거면적(1인당)등급","주택보급율","주택보급율등급","접도율","접도율등급"
"11110","2010",서울특별시 종로구,106.71,5,-2.18,10,-0.28,1,12.57,6,5.67,4,17.85,3,0.03,4,110.57,5,1.17,5,19301,5,22311,5,16.98,4,17.42,5,56.74,6,113680,5,128089,5,1380.98,7,6.4,6,4.68,1,9.62,6,78.5,7,3008.24,7,0.08,5,0.12,7,34360717.18,6,261.69,7,0.87,3,4.5,5,1.52,6,-1.66,10,44638,7,36779,7,28.8,5,7.82,5,4.09,3,32.87,6,,,57.93,5,26.3,5,107.04,5,58.07,6
"11215","2010",서울특별시 광진구,62.45,3,-1.69,10,0.35,5,12.65,6,2.89,1,14.03,2,0,1,63.88,4,0.39,1,29694,6,32034,6,10.56,2,10.92,3,63.31,6,281078,6,293281,6,300.79,5,5.23,6,7.53,2,4.99,5,44,6,560,4,0.11,6,0.12,7,61362528.95,7,49.58,5,1.04,4,18.94,7,0.32,1,2.69,7,18616,5,21604,6,24.6,5,8.36,5,2.04,1,45.12,7,,,58.73,5,21.7,5,74.62,4,64.98,6
"11290","2010",서울특별시 성북구,74.22,4,0.51,8,3.42,7,12.24,6,4.38,3,20.04,4,0,1,76.09,4,2.71,7,48843,7,53113,7,14.45,4,14.51,4,52.24,6,338056,7,366015,7,184.48,4,4.5,5,9.3,3,4.27,5,34.8,6,537.47,4,0.19,7,0.15,7,80734440.34,7,30.08,4,-0.61,1,0.68,1,-2.89,10,-2.12,10,16472,5,20058,6,17.73,4,19.74,6,4.52,4,43.11,7,,,65.82,5,23.9,5,99.43,5,53.07,6
"28170","2010",인천광역시 미추홀구,75.62,4,-0.93,10,0.41,5,11.35,6,4.64,3,23.63,4,0.01,1,75.03,4,0.94,5,44167,6,44287,6,14.29,4,13.82,4,42.97,6,309181,6,320561,6,233.29,5,4.43,5,13.66,5,8.34,6,21.7,5,485.86,4,0.01,1,0.01,1,60568742.44,7,38.41,5,0.51,1,2.82,4,-0.28,1,-1.67,10,16282,5,22339,6,31.29,5,10.22,5,5.09,4,38.92,6,,,77.35,6,23.2,5,111.68,5,51.62,6
"31200","2010",울산광역시 북구,23.74,1,1.95,8,19.88,7,11.81,6,2.68,1,11.2,1,0.01,1,24.5,1,3.39,7,8880,2,9321,2,7.31,1,7.16,1,32.82,5,121535,5,130120,5,443.94,6,9.92,6,60.48,7,1.76,2,35.5,6,1056.24,6,0.02,1,0.01,1,14785241.79,4,34.45,5,5.07,7,4.51,5,5.86,7,4.19,7,47658,7,7939,4,7.99,1,24.99,7,4.87,4,44.55,7,,,82.05,6,23.8,5,110.75,5,44.79,5
"31710","2010",울산광역시 울주군,52.85,2,1.56,8,14.32,7,11.15,6,6.42,4,15.85,2,0.03,4,53.78,3,2.87,7,19233,5,19941,5,14.77,4,13.85,4,32.65,5,130186,5,143978,5,378.63,6,7.15,6,45.02,7,1.95,2,48.6,6,1180.7,6,0.18,7,0.18,7,20194965.49,5,28.43,4,7.99,7,13.69,7,9.37,7,10.71,7,34265,6,10650,5,13.59,3,15.75,6,7.95,5,47.43,7,,,80.28,6,25.4,5,124.92,5,46.54,5
"41480","2010",경기도 파주시,58.37,3,7.66,8,35.46,7,11.66,6,4.63,3,18.76,3,0.05,5,58.77,3,10.1,7,36296,6,38458,6,16.1,4,15.28,4,45,6,225472,6,251741,6,312.01,5,6.22,6,41.89,7,3.73,5,54,6,1337.28,6,-0.01,1,-0.01,1,44621798.01,6,35.09,5,7.72,7,10.35,7,9.45,7,4.93,7,46480,7,17843,6,13.8,3,25.78,7,7.84,5,34.56,6,,,69.55,5,26.6,5,121.63,5,56.14,6
"41570","2010",경기도 김포시,56.75,3,4.18,8,14.6,7,11.88,6,3.77,2,17.33,3,0.02,2,56.42,3,5.55,7,23143,5,24146,6,15.09,4,14.09,4,42.32,6,153357,5,171399,6,408.15,6,5.69,6,52.7,7,3.36,4,45.8,6,1357.17,6,0,1,0,1,36339765.02,6,44.15,5,7.37,7,7.62,6,6.25,7,10,7,51268,7,17083,6,8.84,1,19.88,6,6.07,5,66,7,,,65.32,5,27.1,5,119.22,5,69.59,6
"42790","2010",강원도 화천군,124.11,5,-0.4,10,1.85,7,10.08,5,12.52,6,60.13,6,0.05,5,120.28,5,0.61,4,4205,1,4406,1,29.16,6,27.04,6,30.42,5,14422,1,16295,1,242.32,5,3.65,5,4.98,1,3.42,5,14.9,4,592.9,5,0,1,0,1,2005085.49,1,30.25,4,-1.22,1,10.5,7,-5.67,10,-12,10,1105,1,1617,1,36.64,6,4.8,3,21.67,7,5.99,1,,,70.63,5,28.9,6,155.84,6,36.27,5
"42800","2010",강원도 양구군,114.13,5,1.47,8,-0.5,1,9.79,5,10.84,6,58.55,6,0.41,7,112.73,5,2.44,7,3642,1,3756,1,29.33,6,25.46,6,30.65,5,12419,1,14755,1,284.39,5,3.99,5,6.21,1,2.75,4,15.4,4,528.77,4,0.06,5,0,1,1868475.09,1,31.91,4,0.84,3,1.29,1,-5.11,10,-25.58,10,1099,1,1558,1,36.53,6,6.21,4,12.59,6,-1.66,1,,,66.7,5,27.9,6,138.99,6,40.79,5
"42820","2010",강원도 고성군,199.57,6,-0.87,10,-8.25,10,9.36,5,14.14,6,45.7,6,0,1,188.36,6,-0.53,1,6031,1,6246,1,34.65,6,30.39,6,24.1,5,17405,1,20550,1,307.09,5,3.84,5,6.34,1,2.87,4,13.3,3,758.13,5,0.04,4,0,1,3169559.01,1,37,5,-0.08,1,11.57,7,0.95,5,30.91,7,2332,1,2408,1,46.54,6,2.23,1,20.32,7,-13.18,1,,,71.5,5,30.3,6,159.44,6,54.8,6
"43800","2010",충청북도 단양군,201.95,6,-0.79,10,-7.74,10,8.59,5,14.56,6,58.87,6,0.36,7,189.83,6,-0.08,1,7161,1,7035,1,41.39,6,33.38,6,19.63,4,17302,1,21076,1,381.21,6,4.67,5,15.78,5,2.25,3,17.2,4,832.7,5,0.02,1,-0.01,1,2781141.31,1,35.45,5,2.81,6,7.17,6,-1.37,10,-8.25,10,1914,1,2597,1,48.03,6,9.59,5,13.61,6,9.29,3,,,76.97,6,29.8,6,152.54,6,40.21,5
"44130","2010",충청남도 천안시,42.58,1,1.64,8,10.1,7,11.79,6,3.52,2,20,4,0,1,41.86,2,3.11,7,44420,6,44350,6,10.67,2,10.89,3,48.5,6,416469,7,407363,7,376.21,6,6.36,6,34.21,6,5.03,5,54.5,6,1017.99,6,0.06,5,0.03,6,68162931.06,7,45.4,5,2.57,6,6.36,6,3.06,7,4,7,71777,7,33008,7,14.69,3,12.64,6,6.49,5,22.64,6,,,79.15,6,24.4,5,122.21,5,47.97,5
"44230","2010",충청남도 논산시,149.38,6,-0.59,10,-4.88,10,9.14,5,12.91,6,59.74,6,0.02,2,141.34,6,0.32,1,25169,6,24878,6,33.26,6,29.26,6,27.72,5,75668,3,85027,4,280.88,5,4.25,5,22.97,6,4.89,5,18.9,5,606.69,5,0.06,5,0.02,5,13232985.28,3,48.2,5,0.01,1,1.66,2,-1.07,1,-3.11,10,8226,3,8423,4,37.99,6,7.06,5,9.54,6,-4.23,1,,,72.42,5,28.5,6,140.87,6,59.7,6
"44760","2010",충청남도 부여군,233.68,6,-1.25,10,-8,10,8,5,17.21,6,52.03,6,0,1,215.28,6,-0.71,1,19690,5,18861,5,50.51,6,39.79,6,12.85,2,38986,1,47407,1,233.34,5,4.04,5,19.03,5,3.92,5,14.9,4,609.05,5,0.15,6,0.11,7,6757219.41,1,34.23,5,1.69,5,1.61,1,1.54,6,-4.02,10,3332,1,4331,1,42.04,6,3.16,1,8.97,6,15.48,5,,,67.54,5,31.6,6,145.7,6,57.37,6
"44800","2010",충청남도 홍성군,154.01,6,-0.07,10,0.02,1,9.15,5,11.57,6,33.46,5,0,1,147.58,6,0.51,3,18095,5,18003,5,34.78,6,31.11,6,29.04,5,52032,2,57876,2,286.6,5,4.12,5,14.22,5,6.91,6,27.9,5,606.68,5,0.06,5,0.02,5,9749168.91,2,52.12,6,0.23,1,4.29,5,-2.22,10,0.3,5,4591,1,6126,3,32.62,6,8.04,5,7.12,5,32.81,6,,,62.75,5,30.7,6,133.86,6,65.64,6
"45110","2010",전라북도 전주시,54.33,3,0.02,10,4.24,7,11.98,6,5.15,3,40.34,6,0.05,6,52.92,3,1.03,5,63176,7,61560,7,13.53,3,13.28,4,37.08,6,467046,7,463640,7,284.22,5,4.8,5,6.44,2,9.32,6,33.5,6,631.72,5,0.07,5,-0.04,10,68443094.04,7,52.85,6,3.62,6,4.4,5,2.64,7,1.85,7,33902,6,37984,7,23.6,5,11.69,6,3.38,3,10.66,4,,,73.29,6,25.6,5,110.92,5,53.34,6
"43770","2015",충청북도 음성군,124.76,5,1.13,7,9.09,7,10.59,5,7.82,5,28.2,5,,,132.41,5,1.12,7,15692,4,16517,4,24.73,5,24.5,5,27.98,5,63465,3,67405,3,654.64,6,7.85,6,54.85,7,2.28,3,26.28,6,1681.28,6,0.34,6,0.23,6,11970969.91,3,45.03,5,4.02,7,10.37,7,3.18,6,7.33,7,2100,1,8040,4,41.77,5,15.75,6,18.84,6,0.05,1,,,79.1,6,28.7,6,160.33,6,87.83,6
"44230","2015",충청남도 논산시,189.01,6,-0.14,1,0.74,1,9.99,5,12.2,6,53.03,6,,,193.04,6,-0.44,10,26580,5,27608,5,33.45,6,33.54,6,22.06,5,79457,4,82322,4,339.25,5,4.37,5,25.23,6,4.13,5,16.68,4,749.21,4,0.35,6,0.1,3,15760117.42,4,54.18,5,0.76,4,3.71,5,0.07,1,10.46,7,10633,4,9646,4,57.04,6,7.03,5,12.75,6,8.68,4,,,74.08,5,29,6,143.19,6,79.11,6
"44760","2015",충청남도 부여군,307.74,6,-0.16,1,-0.37,1,8.97,5,16.19,6,47.21,6,,,311.15,6,-0.85,10,19960,5,20530,5,48.81,6,46.64,6,9.2,1,40891,1,44015,1,260.91,4,4.13,5,15.96,5,3.6,5,10.94,3,696.98,4,0.21,5,0.26,6,7635950.32,1,42.18,5,-2.2,10,1.64,2,-4.42,10,-11.89,10,2963,1,4495,1,63.98,6,3.85,2,12.79,6,4.68,1,,,69.1,5,30.6,6,148.26,6,69.65,6
"45190","2015",전라북도 남원시,198.24,6,-0.56,10,0.85,1,9.5,5,15.2,6,67.48,6,,,195.27,6,-0.92,10,19901,5,20468,5,40.2,6,37.97,6,21.84,5,49499,1,53906,1,298.48,5,3.79,5,11.99,4,5.26,6,10.87,3,609.19,3,0.28,6,-0.01,1,10067947,2,52.84,5,-2.04,10,0.95,1,-1.54,1,-2.37,1,2011,1,6681,3,58.03,6,7.93,5,12.31,6,11.5,5,,,74.8,6,29.6,6,147.26,6,60.42,5
"45790","2015",전라북도 고창군,306.81,6,0.58,7,2.42,5,8.74,5,19.37,6,49.2,6,,,303.37,6,-0.07,1,16988,4,17656,4,52.93,6,48.28,6,11.31,2,32096,1,36570,1,274.77,5,3.53,5,12.68,4,3.89,5,14.28,4,546.6,3,0.56,7,0.31,6,5988048,1,46.21,5,4.15,7,5.01,6,9.1,7,1,1,1262,1,4672,1,63.82,6,5.01,3,13.63,6,14.19,5,,,73.81,5,30.8,6,158.7,6,58.66,5
"46130","2015",전라남도 여수시,112.43,4,-0.46,10,-0.22,1,11,5,8.34,5,40.16,6,,,114.34,5,-0.25,1,42985,6,44997,6,22.85,5,21.86,5,29.37,5,188136,6,205816,6,383.86,5,5.2,6,18.46,5,4.61,5,29.36,6,1057.76,5,0.51,6,0.76,7,37766951,6,53.56,5,2.15,6,3.63,5,3.34,6,6.59,7,20562,6,21410,6,57.4,6,9.79,5,14.56,6,10.23,4,,,80.56,6,28.1,5,141.41,6,67.58,6
"46790","2015",전라남도 화순군,191.87,6,-1.16,10,-2.98,1,9.83,5,16.25,6,46.97,6,,,196.44,6,-1.38,10,14753,4,15409,4,38.9,6,36.18,6,27.24,5,37925,1,42595,1,356.28,5,5.5,6,15.38,5,2.84,4,22.67,5,1207.97,5,0.14,4,0.37,6,6020241,1,39.45,4,3.94,7,9.22,7,7.88,7,6.34,6,3854,1,4269,1,47.84,5,3.62,2,20.05,6,12.91,5,,,83.4,6,27.9,5,161.95,6,72.11,6
"46870","2015",전라남도 영광군,232.56,6,-0.62,10,3.1,5,9.17,5,16.46,6,59.95,6,,,231.07,6,-1,10,13798,3,14710,3,45.33,6,41.8,6,8.95,1,30442,1,35191,1,332.68,5,4.11,5,14.18,5,3.21,4,11.77,3,1615.67,6,0.23,5,0.24,6,5923154,1,48.29,5,1.38,5,5.56,6,5.63,7,-3.81,10,1569,1,4555,1,61.21,6,4.78,3,14.54,6,13.82,5,,,77.93,6,29.5,6,159.25,6,63.91,6
"47150","2015",경상북도 김천시,165.29,5,3.41,7,5.85,6,10.68,5,11.43,6,43.72,6,,,165.82,5,3.45,7,27256,5,27839,5,29.75,6,29.15,6,21.84,5,91627,4,95504,4,341.32,5,5.3,6,26.85,6,3.49,4,24.07,5,1061.81,5,0.7,7,0.11,3,16390561,4,39.37,4,3.1,7,9.15,7,5.7,7,2.55,5,12840,4,9023,4,53.23,6,10.67,6,12.87,6,17.74,6,,,76.71,6,29.7,6,143.56,6,64.98,6
"47250","2015",경상북도 상주시,264.83,6,0.01,1,-0.37,1,9.73,5,16.47,6,40.55,6,,,267.68,6,-0.5,10,26825,5,27563,5,44.13,6,42.72,6,13.47,3,60783,2,64514,2,275.18,5,4.03,5,15.79,5,5.33,6,13.45,4,682.3,4,-0.27,10,0.61,7,12635632,3,41.6,5,-0.16,1,1.07,1,0,1,-3.69,10,4448,1,6988,3,62.27,6,7.51,5,14.45,6,21.58,6,,,70.16,5,31.9,6,152.57,6,62.46,5
"47750","2015",경상북도 청송군,429.82,7,0.47,7,1.64,3,8.99,5,18.29,6,50.41,6,,,434.74,7,-0.26,1,8188,1,8434,1,57.22,7,52.68,6,10.98,2,14309,1,16010,1,334.71,5,4.22,5,4.38,1,2.96,4,11.57,3,624.94,4,0.32,6,0.17,5,2786736,1,43.74,5,-1.18,1,6.76,6,-1.94,1,-3.61,10,1919,1,2091,1,63.87,6,6.19,4,17.99,6,44.04,7,,,73.98,5,30.5,6,167.57,6,59.01,5
"47760","2015",경상북도 영양군,391.82,7,-0.67,10,0.07,1,8.55,5,19.57,7,71.8,6,,,393.79,7,-1.64,10,5654,1,5832,1,59.81,7,55.1,7,7.98,1,9454,1,10585,1,240.53,4,3.56,5,5.81,1,2.74,4,10.8,3,465.48,2,0.01,1,0.03,1,1547944,1,28.27,3,1.85,6,14.28,7,-7.79,10,-4.17,10,936,1,1209,1,60.67,6,9.61,5,16.99,6,32.81,6,,,73.29,5,30.6,6,167.01,6,69.25,6
"46170","2010",전라남도 나주시,214.95,6,-1.42,10,-9.78,10,8.32,5,20.67,7,76.48,6,0.09,6,198.51,6,-0.83,1,21564,5,21270,5,46.65,6,36.59,6,19.54,4,46229,1,58133,2,297.92,5,5.27,6,18.42,5,3.59,5,15.4,4,946.58,6,0,1,-0.04,10,8886874.22,1,42,5,-1.55,1,2.21,3,-3.01,10,10.05,7,4946,1,5095,2,47.4,6,2.56,1,11.62,6,28.99,6,,,80.94,6,29.6,6,164.85,6,64.35,6
"46780","2010",전라남도 보성군,310.17,7,-1.19,10,-12.61,10,7.21,5,26.13,7,61.9,6,0.25,7,259.59,7,-0.52,1,14578,4,14415,4,70.48,7,50.01,7,10.67,1,20685,1,28824,1,209.44,4,3.4,5,10.38,4,4.2,5,8.9,1,440.51,4,0.17,7,0.22,7,4032977.02,1,36.67,5,-3.43,10,2.14,3,-7.03,10,-10.33,10,1789,1,3010,1,52.81,6,3.26,1,12.06,6,8.29,3,,,79.11,6,32.6,6,173.15,6,62.56,6
"46810","2010",전라남도 강진군,259.15,6,0.53,8,-6.67,10,7.86,5,24.15,7,61.77,6,0.06,6,201.58,6,1.12,5,11027,3,11107,3,58.82,7,44.42,6,10.78,1,18747,1,25007,1,210.12,4,3.49,5,11.23,4,5.79,6,9.2,1,522.32,4,0.05,4,0.01,3,3375250.79,1,35.36,5,2.24,6,3.21,4,4.78,7,-4.22,10,1472,1,2509,1,55.39,6,3.79,2,8.88,6,0.86,1,,,76.18,6,32.5,6,161.7,6,59.98,6
"46910","2010",전라남도 신안군,444.6,7,-0.21,10,-13.63,10,7.19,5,24.39,7,55.89,6,0.45,7,330.3,7,0.3,1,12231,4,12862,4,67.93,7,44.86,6,8.44,1,18005,1,28672,1,190.63,4,3.12,4,11.71,4,2.67,4,12.7,3,406.03,3,0,1,0,1,3776446.77,1,17.26,2,1.02,4,10.76,7,-4.11,10,0,1,1923,1,2776,1,64.98,7,3.07,1,13.17,6,39.42,6,,,73.51,6,36,6,179.47,6,50.35,5
"47170","2010",경상북도 안동시,138.34,6,-0.36,10,-2.11,10,9.83,5,11.77,6,49.63,6,0.11,7,126.52,6,0.27,1,32007,6,30303,6,29.03,6,26.67,6,28.28,5,110256,5,113631,5,289.43,5,4.25,5,6.93,2,5.41,6,15.1,4,557.57,4,-0.03,1,-0.01,1,16513979.63,4,52.04,6,2.06,6,6.39,6,3.58,7,-7.55,10,8736,3,11434,5,36.76,6,7.63,5,7.08,5,2.17,1,,,78.57,6,27,5,134.55,6,52.64,6
"47760","2010",경상북도 영양군,364.12,7,-0.81,10,-6.28,10,7.4,5,20.73,7,96.2,7,0,1,332.7,7,-0.55,1,5804,1,5616,1,64.1,7,50.38,7,11.56,2,9055,1,11147,1,219.12,4,3.69,5,6.65,2,4.11,5,10.8,2,330.17,2,0,1,0,1,1245290.09,1,24.71,3,0.27,1,-0.27,1,-5.79,10,-2.27,10,799,1,1096,1,54.69,6,5.78,4,11.97,6,7.31,2,,,73.26,6,32.3,6,159.61,6,47.51,5
"47920","2010",경상북도 봉화군,321.66,7,0.05,9,-3.61,10,7.75,5,19.43,6,65.21,6,0.35,7,284.39,7,0.79,5,10261,3,9800,3,58.2,7,45.96,6,13.62,2,17630,1,21321,1,254.95,5,4.06,5,16.78,5,2.16,3,9.3,1,424.92,4,0.02,1,0.02,5,2572094.86,1,29.28,4,-0.46,1,3.88,5,-3.16,10,-6.56,10,1577,1,2171,1,47.96,6,5.03,3,9.61,6,11.2,4,,,73.93,6,31.3,6,155.04,6,50.97,6
"48190","2010",경상남도 진해시,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,30.7,6,,,,,0,1,9476916.66,2,,,,,,,,,,,,,,,,,,,,0,5.75,1,,,,,,,,,,
"36110","2000",세종특별자치시 세종시,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.4,6,47.1,7,3.88,4,,,,,,,,,,,,0,,,,,,,,,14386,5,5661,3,26.24,6,28.07,6,,,,,,,69.7,6,,,,,,
"42790","2014",강원도 화천군,,,7.29,7,,,,,,,33.08,6,,,137.4,5,8.23,7,,,4791,1,,,25.4,5,,,,,18865,1,282.25,5,4.04,5,6.07,1,2.23,3,7.1,1,572.42,4,0.18,5,0.06,3,2456361.19,1,29.51,4,6.63,6,5.86,6,6.86,6,19.57,6,1892,1,1897,1,,,,,,,,,39,5,,,,,,,,
"44130","2014",충청남도 천안시,,,0.56,7,,,,,,,15.25,3,,,52.48,1,1.23,7,,,52610,6,,,11.81,3,,,,,445491,7,410.54,6,6.01,6,33.03,6,4.59,5,41.2,6,1152.56,6,-0.01,1,0.01,1,81392978.64,7,52.52,5,6.95,6,3.31,5,8.57,6,13.9,6,81126,7,40903,7,,,,,,,,,46,5,,,,,,,,
"44710","2014",충청남도 금산군,,,-0.13,1,,,,,,,34.24,6,,,231.41,6,-0.5,10,,,14019,3,,,39.95,6,,,,,35089,1,412.36,6,4.43,5,40.4,7,2.27,3,11.8,4,969.1,5,0.16,5,0.19,6,6711395.7,1,57.46,5,2.8,4,4.34,6,2.01,2,5.16,3,9190,3,5132,2,,,,,,,,,65,6,,,,,,,,
"47840","2014",경상북도 성주군,,,0.25,6,,,,,,,36.57,6,,,311.42,6,-0.19,1,,,11697,3,,,39.61,6,,,,,29528,1,388.85,6,4.57,5,47.42,7,2.16,3,8.8,3,1030.61,5,0.18,5,0,1,5250910.73,1,37.28,4,11.42,7,13.33,7,6.75,6,30.03,7,8294,2,3826,1,,,,,,,,,53,5,,,,,,,,
"48870","2014",경상남도 함양군,,,0.36,7,,,,,,,37.08,6,,,278.75,6,-0.27,1,,,11989,3,,,49.35,6,,,,,24294,1,306.6,5,3.78,5,14.72,5,3.67,5,6.3,1,718.47,5,-0.85,10,-0.17,10,4164425.86,1,45.02,5,5.25,6,6.2,6,8.65,6,6,4,1866,1,3288,1,,,,,,,,,55,5,,,,,,,,
"11440","2010",서울특별시 마포구,74.17,4,-0.27,10,-0.97,10,12.83,6,3.77,2,17.16,3,0.01,1,75.28,4,2.04,6,37512,6,41237,6,13.63,3,13.94,4,61.18,6,275254,6,295849,6,502.62,6,7.45,6,3.36,1,9.35,6,47.1,6,919.94,6,0.19,7,0.11,7,64395692.77,7,65.53,6,3.49,6,12.84,7,4.21,7,-14.38,10,27832,6,26423,6,21.04,5,14.53,6,5.19,4,44.81,7,,,72.69,5,23.5,5,103.97,5,54.14,6
"11110","2015",서울특별시 종로구,158.85,5,-1.63,10,-6.08,10,12.92,6,5.82,4,22.84,4,,,163.19,5,-1.28,10,22461,5,24752,5,20.51,5,21.51,5,52.93,6,109518,5,115066,5,1717.97,7,6.66,6,4.37,1,10.52,7,56.25,7,4672.94,7,0.18,5,0.3,6,35801756.03,6,301.63,7,-0.37,1,9.33,7,-1.5,1,3.11,5,46749,7,39988,7,45.97,5,5.02,3,2.87,1,10.9,4,,,67.73,5,28,5,115.67,5,56.4,5
"11170","2015",서울특별시 용산구,133.76,5,-1.84,10,-6.69,10,13.21,6,5.8,4,24.41,4,,,138.55,5,-1.11,10,31511,6,35352,6,20.06,5,20.5,5,60.75,7,157120,5,172475,6,561.71,6,6.5,6,2.48,1,7.97,6,47.85,6,2275.48,6,0.18,5,0,1,52849603.4,6,130.75,7,4.11,7,6.3,6,1.4,4,1.38,3,30509,6,20158,6,43.83,5,9.6,5,7.83,5,10.78,4,,,59.82,5,30.5,6,122.6,5,55.37,5
"11305","2015",서울특별시 강북구,147.63,5,-1.44,10,-2.67,1,11.81,6,7.1,5,41,6,,,149.44,5,-1.24,10,50447,6,52503,6,21.83,5,21.59,5,51.69,6,231135,6,243236,6,193.17,3,4.08,5,9.25,3,8.74,6,21.81,5,516.4,3,0.18,5,0,1,55635204.05,6,31.37,4,-2.94,10,-1.28,1,-2.16,1,-4.07,10,4155,1,15655,6,46.53,5,10.63,6,2.1,1,11.33,4,,,78.76,6,22.7,5,103.31,5,72.55,6
"11410","2015",서울특별시 서대문구,136.27,5,0.18,5,-5.12,10,12.78,6,5.48,4,21.86,4,,,133.31,5,0.57,6,43554,6,46417,6,19.6,5,20.1,5,53.26,6,222245,6,230905,6,340.87,5,6.3,6,2.4,1,7.24,6,30.43,6,862.88,5,0.24,5,0.82,7,53785600.47,6,46.07,5,1.01,5,9.86,7,-3.42,10,7.92,7,17275,5,16881,6,39.12,5,13.06,6,8.16,5,9.25,4,,,75.94,6,25.3,5,117.39,5,55.5,5
"26170","2015",부산광역시 동구,262.7,6,-2.36,10,-6.83,10,10.97,5,12.15,6,84.28,7,,,266.86,6,-2.64,10,19201,5,19945,5,31.45,6,30.85,6,37.23,6,61044,2,64650,2,801.87,7,5.47,6,3.74,1,14.33,7,17.15,4,1060.39,5,0.24,5,0.17,5,12540094,3,141.35,7,-2.42,10,5.75,6,-3.43,10,-5.1,10,8367,3,13493,5,65.1,6,6.71,4,9.27,5,4.92,1,,,74.02,5,25.5,5,122.4,5,68.11,6
"27110","2015",대구광역시 중구,181.16,6,2.46,7,6.3,6,12.17,6,9.06,5,51.01,6,,,185.89,6,2.68,7,14406,4,15200,4,26.12,5,26.41,5,45.1,6,55162,2,57551,2,1129.16,7,4.34,5,5.08,1,15.06,7,31.7,6,2457.55,6,0.37,6,0.36,6,15203989,4,293.78,7,0.01,1,5.2,6,-1.99,1,1.17,2,23775,6,21075,6,53.65,6,15.78,6,7.81,5,9.53,4,,,71.8,5,29.8,6,123.96,5,40.21,4
"29200","2015",광주광역시 광산구,39.39,1,0.2,5,7.93,7,12.38,6,4.07,3,37.31,5,,,39.58,1,0.87,7,30776,6,31054,6,10.57,2,10.66,2,35.9,6,291050,6,291239,6,357,5,5.81,6,33.07,6,3.3,4,21.43,5,846.48,5,0.26,6,0.23,5,46038127,6,50.36,5,3.64,7,4.4,6,3.67,6,7.86,7,47315,7,24641,6,25.28,4,14.53,6,6.52,4,5.44,1,,,84.93,6,25.8,5,125.36,5,77.1,6
"31170","2015",울산광역시 동구,48.2,1,-1.83,10,2.65,5,11.91,6,3.12,1,14.66,2,,,49.23,1,-0.97,10,12975,3,13382,3,9.92,2,9.96,2,35.3,6,130803,5,134401,5,476.77,6,10.07,6,60.36,7,1.93,2,31.15,6,786.02,4,0.15,4,0.56,7,17838771,4,26.47,3,-0.5,1,-8.13,10,-2.79,10,15.72,7,50348,7,8286,4,56,6,14.12,6,9.33,5,100.61,7,,,79.78,6,26.4,5,114.05,5,46,5
"41220","2015",경기도 평택시,68.89,3,1.82,7,12.02,7,11.84,6,5,4,21.92,4,,,71.38,3,2.44,7,48464,6,51536,6,15.32,4,15.3,4,39.6,6,316400,6,336794,7,429.62,6,6.52,6,40.3,7,4,5,44.54,6,1646.44,6,0.28,6,0.13,4,68591887.58,7,49.8,5,3.51,7,4.49,6,4.24,6,4.09,6,79743,7,30347,6,37.82,5,17.22,6,12.41,6,11.04,4,,,78.71,6,27.7,5,131.15,5,75.14,6
